name,orf_name,chr,start,end,length,strand,orf_class,ontology
RGT2,YDL138W,4,213352.0,215643.0,2291.0,+,Verified,"GO:0005886,GO:0009749,GO:0004872,GO:0005536,GO:0007165,GO:0005355"
ARF2,YDL137W,4,216158.0,217074.0,916.0,+,Verified,"GO:0006891,GO:0005829,GO:0005798,GO:0006888,GO:0003924"
RPL35B,YDL136W,4,217600.0,218367.0,767.0,+,Verified,"GO:0022625,GO:0006412,GO:0003735"
RDI1,YDL135C,4,218680.0,219288.0,608.0,-,Verified,"GO:0005094,GO:0005829,GO:0007264,GO:0007015,GO:0005934,GO:0005935"
PPH21,YDL134C,4,219662.0,220771.0,1109.0,-,Verified,"GO:0000082,GO:0006412,GO:0004722,GO:0000159,GO:0007094,GO:0007117,GO:0007015,GO:0006470"
RPL41B,YDL133C-A,4,221724.0,221801.0,77.0,-,Verified,"GO:0003735,GO:0006412,GO:0022625"
YDL133W,YDL133W,4,222427.0,223740.0,1313.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
CDC53,YDL132W,4,224304.0,226751.0,2447.0,+,Verified,"GO:0019005,GO:0003688,GO:0031146,GO:0000082,GO:0000086,GO:0004842,GO:0042787,GO:0030674"
LYS21,YDL131W,4,227393.0,228715.0,1322.0,+,Verified,"GO:0004410,GO:0019878,GO:0005634"
STF1,YDL130W-A,4,229171.0,229431.0,260.0,+,Verified,"GO:0005753,GO:0005739,GO:0003674,GO:0032780"
RPP1B,YDL130W,4,229906.0,230527.0,621.0,+,Verified,"GO:0003735,GO:0022625,GO:0006412,GO:0006414"
YDL129W,YDL129W,4,231024.0,231899.0,875.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737,GO:0005634"
VCX1,YDL128W,4,232652.0,233887.0,1235.0,+,Verified,"GO:0015085,GO:0006816,GO:0006874,GO:0000324,GO:0006828"
PCL2,YDL127W,4,234927.0,235853.0,926.0,+,Verified,"GO:0016538,GO:0000079,GO:0000080,GO:0032878,GO:0000307,GO:0000131,GO:0005634,GO:0005934,GO:0005935"
CDC48,YDL126C,4,236157.0,238664.0,2507.0,-,Verified,"GO:0005634,GO:0005792,GO:0006511,GO:0006906,GO:0030433,GO:0015031,GO:0016887,GO:0006915,GO:0005789,GO:0005829,GO:0000278,GO:0000837,GO:0034098"
HNT1,YDL125C,4,239019.0,239606.0,587.0,-,Verified,"GO:0000166,GO:0005737,GO:0016787,GO:0009117,GO:0005634"
YDL124W,YDL124W,4,240259.0,241197.0,938.0,+,Verified,"GO:0005737,GO:0051268,GO:0051269,GO:0008152,GO:0005634,GO:0004033,GO:0006979"
SNA4,YDL123W,4,241418.0,241840.0,422.0,+,Verified,"GO:0000329,GO:0008150,GO:0003674"
UBP1,YDL122W,4,242552.0,244981.0,2429.0,+,Verified,"GO:0004843,GO:0016579,GO:0005737,GO:0005783"
YDL121C,YDL121C,4,245133.0,245582.0,449.0,-,Uncharacterized,"GO:0005783,GO:0003674,GO:0008150"
YFH1,YDL120W,4,245923.0,246447.0,524.0,+,Verified,"GO:0006800,GO:0006879,GO:0018283,GO:0005739,GO:0030234,GO:0005759,GO:0008198"
YDL119C,YDL119C,4,246689.0,247612.0,923.0,-,Uncharacterized,"GO:0005215,GO:0006810,GO:0005743,GO:0005739"
YDL118W,YDL118W,4,247302.0,247682.0,380.0,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0000723"
CYK3,YDL117W,4,248581.0,251238.0,2657.0,+,Verified,"GO:0003674,GO:0000910,GO:0005935,GO:0005737"
NUP84,YDL116W,4,251566.0,253746.0,2180.0,+,Verified,"GO:0005198,GO:0006407,GO:0006408,GO:0006409,GO:0006607,GO:0006406,GO:0006608,GO:0006609,GO:0006610,GO:0006611,GO:0006998,GO:0006999,GO:0005643,GO:0050000,GO:0006974"
IWR1,YDL115C,4,253995.0,255126.0,1131.0,-,Verified,"GO:0003674,GO:0005634,GO:0007126,GO:0016591,GO:0006366,GO:0005737"
YDL114W-A,YDL114W-A,4,254935.0,255048.0,113.0,+,Dubious,"GO:0005575,GO:0003674,GO:0008150"
YDL114W,YDL114W,4,255604.0,256530.0,926.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ATG20,YDL113C,4,256633.0,258555.0,1922.0,-,Verified,"GO:0000407,GO:0005768,GO:0000300,GO:0032266,GO:0016236,GO:0032258,GO:0034498"
TRM3,YDL112W,4,258915.0,263225.0,4310.0,+,Verified,"GO:0016423,GO:0030488,GO:0005737"
RRP42,YDL111C,4,263313.0,264110.0,797.0,-,Verified,"GO:0000175,GO:0000176,GO:0000177,GO:0006364,GO:0006402,GO:0000178"
TMA17,YDL110C,4,264512.0,264964.0,452.0,-,Verified,"GO:0008150,GO:0003674,GO:0005737,GO:0005634,GO:0005840"
YDL109C,YDL109C,4,265258.0,267201.0,1943.0,-,Uncharacterized,"GO:0006629,GO:0005575,GO:0003674"
KIN28,YDL108W,4,267698.0,268699.0,1001.0,+,Verified,"GO:0006367,GO:0004693,GO:0016251,GO:0008353,GO:0019912,GO:0005675,GO:0045944,GO:0006468"
MSS2,YDL107W,4,268921.0,269976.0,1055.0,+,Verified,"GO:0032979,GO:0031314,GO:0005759,GO:0003674"
PHO2,YDL106C,4,270222.0,271901.0,1679.0,-,Verified,"GO:0005634,GO:0000105,GO:0009113,GO:0016036,GO:0003700,GO:0006350,GO:0016563"
NSE4,YDL105W,4,272389.0,273597.0,1208.0,+,Verified,"GO:0003674,GO:0005634,GO:0030915,GO:0006281"
QRI7,YDL104C,4,273653.0,274876.0,1223.0,-,Uncharacterized,"GO:0005739,GO:0003674,GO:0008150"
QRI1,YDL103C,4,275148.0,276581.0,1433.0,-,Verified,"GO:0003977,GO:0006048,GO:0005737,GO:0005634"
POL3,YDL102W,4,276872.0,280165.0,3293.0,+,Verified,"GO:0006272,GO:0006289,GO:0006301,GO:0006284,GO:0006298,GO:0003887,GO:0043625,GO:0006273,GO:0005657,GO:0008310,GO:0045005,GO:0006278,GO:0043137"
DUN1,YDL101C,4,280307.0,281848.0,1541.0,-,Verified,"GO:0048478,GO:0004672,GO:0006468,GO:0000077,GO:0000075,GO:0005634,GO:0000723"
GET3,YDL100C,4,282112.0,283176.0,1064.0,-,Verified,"GO:0005783,GO:0016887,GO:0010038,GO:0009408,GO:0006890,GO:0043529,GO:0005085,GO:0000750"
BUG1,YDL099W,4,283419.0,284444.0,1025.0,+,Verified,"GO:0003674,GO:0006888,GO:0005737,GO:0005801"
SNU23,YDL098C,4,284581.0,285165.0,584.0,-,Verified,"GO:0031202,GO:0000398,GO:0046540"
RPN6,YDL097C,4,285391.0,286695.0,1304.0,-,Verified,"GO:0006511,GO:0005198,GO:0008541"
OPI6,YDL096C,4,286998.0,287324.0,326.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
PMT1,YDL095W,4,287059.0,289512.0,2453.0,+,Verified,"GO:0004169,GO:0005789,GO:0006493"
YDL094C,YDL094C,4,289572.0,290081.0,509.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
PMT5,YDL093W,4,289909.0,292140.0,2231.0,+,Verified,"GO:0005783,GO:0006493,GO:0004169"
SRP14,YDL092W,4,292781.0,293221.0,440.0,+,Verified,"GO:0005786,GO:0045047,GO:0005048,GO:0006617"
UBX3,YDL091C,4,293392.0,294759.0,1367.0,-,Verified,"GO:0008150,GO:0003674,GO:0005737"
RAM1,YDL090C,4,295034.0,296329.0,1295.0,-,Verified,"GO:0004660,GO:0005965,GO:0018347"
YDL089W,YDL089W,4,296820.0,298274.0,1454.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
ASM4,YDL088C,4,298417.0,300003.0,1586.0,-,Verified,"GO:0000059,GO:0006406,GO:0006408,GO:0006608,GO:0005643,GO:0006607,GO:0006609,GO:0006611,GO:0006999,GO:0005198,GO:0006407,GO:0006610"
LUC7,YDL087C,4,300214.0,300999.0,785.0,-,Verified,"GO:0006376,GO:0005685,GO:0003729"
YDL086W,YDL086W,4,301413.0,302234.0,821.0,+,Uncharacterized,"GO:0008806,GO:0005737,GO:0008150,GO:0005739"
YDL086C-A,YDL086C-A,4,301655.0,302089.0,434.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YDL085C-A,YDL085C-A,4,302464.0,302670.0,206.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005634,GO:0005737"
NDE2,YDL085W,4,303211.0,304848.0,1637.0,+,Verified,"GO:0003954,GO:0006116,GO:0019655,GO:0005739"
SUB2,YDL084W,4,305237.0,306577.0,1340.0,+,Verified,"GO:0004004,GO:0005681,GO:0006406,GO:0000346,GO:0005634,GO:0005515,GO:0000348,GO:0031202,GO:0003723,GO:0000398,GO:0000781,GO:0006348,GO:0006283,GO:0006368"
RPS16B,YDL083C,4,306926.0,307789.0,863.0,-,Verified,"GO:0003735,GO:0022627,GO:0006412,GO:0000723"
RPL13A,YDL082W,4,308424.0,309388.0,964.0,+,Verified,"GO:0022625,GO:0003735,GO:0006412"
RPP1A,YDL081C,4,309802.0,310122.0,320.0,-,Verified,"GO:0003735,GO:0006412,GO:0022625,GO:0006414,GO:0000723"
THI3,YDL080C,4,310642.0,312471.0,1829.0,-,Verified,"GO:0009228,GO:0006552,GO:0000950,GO:0016831,GO:0005634,GO:0045944,GO:0005829"
MRK1,YDL079C,4,312951.0,314748.0,1797.0,-,Verified,"GO:0006950,GO:0004696,GO:0006468,GO:0005575,GO:0042176"
MDH3,YDL078C,4,315357.0,316388.0,1031.0,-,Verified,"GO:0006108,GO:0006097,GO:0006635,GO:0006735,GO:0005782,GO:0030060,GO:0005777"
VAM6,YDL077C,4,316971.0,320120.0,3149.0,-,Verified,"GO:0005774,GO:0042144,GO:0007033,GO:0000324,GO:0017112,GO:0030897,GO:0000723"
RXT3,YDL076C,4,320668.0,321552.0,884.0,-,Verified,"GO:0006342,GO:0005634,GO:0000508,GO:0004407,GO:0016575"
RPL31A,YDL075W,4,322226.0,322988.0,762.0,+,Verified,"GO:0003735,GO:0006412,GO:0022625"
BRE1,YDL074C,4,324047.0,326149.0,2102.0,-,Verified,"GO:0005634,GO:0006513,GO:0016574,GO:0016571,GO:0006348,GO:0004842,GO:0000723,GO:0042493,GO:0010526"
YDL073W,YDL073W,4,326613.0,329567.0,2954.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YET3,YDL072C,4,329836.0,330447.0,611.0,-,Verified,"GO:0005783,GO:0008150,GO:0003674"
YDL071C,YDL071C,4,330667.0,331041.0,374.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
BDF2,YDL070W,4,331025.0,332941.0,1916.0,+,Verified,"GO:0005634,GO:0003674,GO:0008150"
CBS1,YDL069C,4,333121.0,333810.0,689.0,-,Verified,"GO:0006412,GO:0005743,GO:0008135,GO:0005761,GO:0005739"
YDL068W,YDL068W,4,333500.0,333829.0,329.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
COX9,YDL067C,4,334217.0,334396.0,179.0,-,Verified,"GO:0005751,GO:0006123,GO:0004129,GO:0005739"
IDP1,YDL066W,4,334835.0,336121.0,1286.0,+,Verified,"GO:0004450,GO:0006102,GO:0005739,GO:0042645,GO:0006537"
PEX19,YDL065C,4,336249.0,337277.0,1028.0,-,Verified,"GO:0005829,GO:0045046,GO:0050821,GO:0005515,GO:0005778,GO:0033328,GO:0005783,GO:0032527"
UBC9,YDL064W,4,337487.0,338070.0,583.0,+,Verified,"GO:0000022,GO:0000086,GO:0005634,GO:0016925,GO:0019789"
YDL063C,YDL063C,4,338272.0,340134.0,1862.0,-,Uncharacterized,"GO:0005737,GO:0003674,GO:0042254,GO:0005634"
YDL062W,YDL062W,4,339857.0,340282.0,425.0,+,Dubious,"GO:0008150,GO:0005575,GO:0003674"
RPS29B,YDL061C,4,340628.0,341219.0,591.0,-,Verified,"GO:0006412,GO:0022627,GO:0003735"
TSR1,YDL060W,4,341619.0,343985.0,2366.0,+,Verified,"GO:0042254,GO:0005730,GO:0006364,GO:0005737,GO:0043021,GO:0030686"
RAD59,YDL059C,4,344237.0,344953.0,716.0,-,Verified,"GO:0000722,GO:0045002,GO:0000739,GO:0000727,GO:0005634,GO:0005515"
USO1,YDL058W,4,345665.0,351037.0,5372.0,+,Verified,"GO:0006461,GO:0006888,GO:0005625,GO:0003674,GO:0012507,GO:0000139"
YDL057W,YDL057W,4,351434.0,352420.0,986.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
MBP1,YDL056W,4,352877.0,355378.0,2501.0,+,Verified,"GO:0003700,GO:0003677,GO:0051726,GO:0005634,GO:0006260,GO:0016564,GO:0043193,GO:0030907"
PSA1,YDL055C,4,355674.0,356759.0,1085.0,-,Verified,"GO:0005737,GO:0006486,GO:0004475,GO:0009298,GO:0000032"
MCH1,YDL054C,4,359825.0,361285.0,1460.0,-,Verified,"GO:0008028,GO:0016020,GO:0005215,GO:0006810"
PBP4,YDL053C,4,361699.0,362256.0,557.0,-,Verified,"GO:0005737,GO:0008150,GO:0003674,GO:0005634"
SLC1,YDL052C,4,362672.0,363583.0,911.0,-,Verified,"GO:0003841,GO:0005811,GO:0046474"
LHP1,YDL051W,4,363952.0,364779.0,827.0,+,Verified,"GO:0003723,GO:0008033,GO:0005634,GO:0005654,GO:0005730"
YDL050C,YDL050C,4,364446.0,364817.0,371.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
KNH1,YDL049C,4,365068.0,365874.0,806.0,-,Verified,"GO:0006078,GO:0003674,GO:0005576,GO:0009277"
STP4,YDL048C,4,366739.0,368211.0,1472.0,-,Verified,"GO:0003674,GO:0005737,GO:0005634,GO:0005739,GO:0008150"
SIT4,YDL047W,4,369769.0,370704.0,935.0,+,Verified,"GO:0004722,GO:0000082,GO:0007243,GO:0007047,GO:0030036,GO:0005737,GO:0005634,GO:0006281,GO:0001302,GO:0000723,GO:0016311,GO:0031929,GO:0006979"
NPC2,YDL046W,4,371237.0,371758.0,521.0,+,Verified,"GO:0003674,GO:0000328,GO:0015918,GO:0000324"
MRP10,YDL045W-A,4,372245.0,372532.0,287.0,+,Verified,"GO:0003735,GO:0005763,GO:0006412"
FAD1,YDL045C,4,372685.0,373605.0,920.0,-,Verified,"GO:0003919,GO:0005737,GO:0006747"
MTF2,YDL044C,4,373964.0,375286.0,1322.0,-,Verified,"GO:0003723,GO:0005739,GO:0006397,GO:0006412"
PRP11,YDL043C,4,375677.0,376477.0,800.0,-,Verified,"GO:0005686,GO:0000245,GO:0003723"
SIR2,YDL042C,4,376754.0,378442.0,1688.0,-,Verified,"GO:0006303,GO:0006333,GO:0005730,GO:0005724,GO:0006348,GO:0000783,GO:0000183,GO:0001308,GO:0030466,GO:0005677,GO:0008156,GO:0030869,GO:0001302,GO:0001300,GO:0046969,GO:0046970,GO:0032041,GO:0017136"
YDL041W,YDL041W,4,378099.0,378452.0,353.0,+,Dubious,"GO:0003674,GO:0005575,GO:0042493"
NAT1,YDL040C,4,378871.0,381435.0,2564.0,-,Verified,"GO:0005739,GO:0022626,GO:0031415,GO:0006474,GO:0004596"
PRM7,YDL039C,4,381983.0,384079.0,2096.0,-,Verified,"GO:0003674,GO:0016021,GO:0000747,GO:0019236,GO:0042493"
BSC1,YDL037C,4,384599.0,385585.0,986.0,-,Verified,"GO:0008150,GO:0003674,GO:0005575"
PUS9,YDL036C,4,387511.0,388899.0,1388.0,-,Verified,"GO:0005634,GO:0016439,GO:0031119,GO:0005739,GO:0005737"
GPR1,YDL035C,4,389170.0,392055.0,2885.0,-,Verified,"GO:0007186,GO:0007124,GO:0005886,GO:0004930,GO:0001302,GO:0009757,GO:0010255,GO:0009745,GO:0005536,GO:0051594,GO:0009731,GO:0001403"
YDL034W,YDL034W,4,391781.0,392125.0,344.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
SLM3,YDL033C,4,392657.0,393910.0,1253.0,-,Verified,"GO:0004808,GO:0005739,GO:0006400,GO:0006412"
YDL032W,YDL032W,4,393688.0,393999.0,311.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
DBP10,YDL031W,4,394215.0,397202.0,2987.0,+,Verified,"GO:0004004,GO:0006364,GO:0000027,GO:0005730,GO:0042254"
PRP9,YDL030W,4,397535.0,399127.0,1592.0,+,Verified,"GO:0005686,GO:0003723,GO:0000398"
ARP2,YDL029W,4,399338.0,400636.0,1298.0,+,Verified,"GO:0005885,GO:0003779,GO:0007015,GO:0005200,GO:0000001,GO:0005524,GO:0005739"
MPS1,YDL028C,4,400995.0,403289.0,2294.0,-,Verified,"GO:0007094,GO:0004712,GO:0007103,GO:0005816,GO:0000778,GO:0051225"
YDL027C,YDL027C,4,403693.0,404955.0,1262.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005739"
YDL026W,YDL026W,4,404747.0,405058.0,311.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YDL025C,YDL025C,4,405342.0,407204.0,1862.0,-,Uncharacterized,"GO:0004672,GO:0008150,GO:0005575"
YDL025W-A,YDL025W-A,4,405408.0,405512.0,104.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
DIA3,YDL024C,4,408449.0,409855.0,1406.0,-,Verified,"GO:0007124,GO:0003993,GO:0001403,GO:0009277"
YDL022C-A,YDL022C-A,4,409806.0,410054.0,248.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
YDL023C,YDL023C,4,411759.0,412079.0,320.0,-,Dubious,"GO:0003674,GO:0005575,GO:0042493"
GPD1,YDL022W,4,411823.0,412998.0,1175.0,+,Verified,"GO:0004367,GO:0006973,GO:0005829,GO:0005777,GO:0006116"
GPM2,YDL021W,4,413951.0,414886.0,935.0,+,Verified,"GO:0005829,GO:0005737,GO:0004619,GO:0003674,GO:0008150"
RPN4,YDL020C,4,415111.0,416706.0,1595.0,-,Verified,"GO:0016563,GO:0000086,GO:0046685,GO:0000723,GO:0003700,GO:0045739,GO:0045732,GO:0005838,GO:0045941"
OSH2,YDL019C,4,417661.0,421512.0,3851.0,-,Verified,"GO:0008142,GO:0005886,GO:0005935,GO:0005783,GO:0005545,GO:0005498,GO:0015918,GO:0006897,GO:0030011,GO:0006887"
ERP3,YDL018C,4,422831.0,423508.0,677.0,-,Verified,"GO:0003674,GO:0032940,GO:0016021"
CDC7,YDL017W,4,424207.0,425730.0,1523.0,+,Verified,"GO:0031431,GO:0006270,GO:0005634,GO:0004674,GO:0006468,GO:0031938"
YDL016C,YDL016C,4,425568.0,425870.0,302.0,-,Dubious,"GO:0003674,GO:0005575,GO:0008150"
TSC13,YDL015C,4,426000.0,426932.0,932.0,-,Verified,"GO:0000038,GO:0005789,GO:0016491,GO:0005739"
NOP1,YDL014W,4,427362.0,428345.0,983.0,+,Verified,"GO:0006364,GO:0000027,GO:0000154,GO:0008168,GO:0001510,GO:0005730,GO:0042254,GO:0005840,GO:0031428,GO:0032040,GO:0000494,GO:0030686"
SLX5,YDL013W,4,429065.0,430924.0,1859.0,+,Verified,"GO:0016925,GO:0006974,GO:0000723,GO:0032183,GO:0016567,GO:0000151,GO:0004842"
YDL012C,YDL012C,4,431106.0,431515.0,409.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005886"
YDL011C,YDL011C,4,432306.0,432629.0,323.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
GRX6,YDL010W,4,432328.0,433023.0,695.0,+,Verified,"GO:0000324,GO:0051537,GO:0042803,GO:0047142,GO:0005801,GO:0005796,GO:0004362,GO:0006979"
YDL009C,YDL009C,4,432923.0,433246.0,323.0,-,Dubious,"GO:0003674,GO:0005575,GO:0008150"
APC11,YDL008W,4,433495.0,433992.0,497.0,+,Verified,"GO:0004842,GO:0005515,GO:0007091,GO:0000070,GO:0008054,GO:0000022,GO:0031145,GO:0016567,GO:0005680"
YDL007C-A,YDL007C-A,4,436565.0,436822.0,257.0,-,Uncharacterized,"GO:0008150,GO:0005575,GO:0003674"
RPT2,YDL007W,4,438045.0,439358.0,1313.0,+,Verified,"GO:0006511,GO:0016887,GO:0004175,GO:0008540,GO:0005634"
PTC1,YDL006W,4,439907.0,440752.0,845.0,+,Verified,"GO:0004722,GO:0006470,GO:0005634,GO:0005737,GO:0000001,GO:0006388,GO:0000173,GO:0000723"
MED2,YDL005C,4,441012.0,442307.0,1295.0,-,Verified,"GO:0006366,GO:0000119,GO:0016455"
ATP16,YDL004W,4,443027.0,443509.0,482.0,+,Verified,"GO:0005756,GO:0015986,GO:0046933,GO:0005739"
MCD1,YDL003W,4,444681.0,446381.0,1700.0,+,Verified,"GO:0007076,GO:0003674,GO:0000798,GO:0005634,GO:0034087"
NHP10,YDL002C,4,446965.0,447576.0,611.0,-,Verified,"GO:0003674,GO:0006338,GO:0031011,GO:0005634"
RMD1,YDL001W,4,447982.0,449274.0,1292.0,+,Verified,"GO:0008150,GO:0003674,GO:0005737"
NTH1,YDR001C,4,450218.0,452473.0,2255.0,-,Verified,"GO:0005993,GO:0004555,GO:0006950,GO:0005829,GO:0005737"
YRB1,YDR002W,4,453043.0,453648.0,605.0,+,Verified,"GO:0005634,GO:0005737,GO:0008536,GO:0006606,GO:0006405,GO:0006511,GO:0000082"
RCR2,YDR003W,4,454120.0,454752.0,632.0,+,Verified,"GO:0003674,GO:0005737,GO:0000324,GO:0016021,GO:0016192,GO:0031982"
YDR003W-A,YDR003W-A,4,454780.0,454902.0,122.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
RAD57,YDR004W,4,455199.0,456581.0,1382.0,+,Verified,"GO:0000722,GO:0045002,GO:0005634,GO:0008094,GO:0000707,GO:0030491,GO:0046982,GO:0000730,GO:0033062"
MAF1,YDR005C,4,456834.0,458101.0,1267.0,-,Verified,"GO:0005634,GO:0016480,GO:0030528"
SOK1,YDR006C,4,458540.0,461245.0,2705.0,-,Verified,"GO:0005634,GO:0019933,GO:0003674"
TRP1,YDR007W,4,461840.0,462514.0,674.0,+,Verified,"GO:0005737,GO:0004640,GO:0000162"
YDR008C,YDR008C,4,462250.0,462600.0,350.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
GAL3,YDR009W,4,463432.0,464994.0,1562.0,+,Verified,"GO:0005737,GO:0006012,GO:0000411,GO:0016563"
YDR010C,YDR010C,4,465049.0,465381.0,332.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
SNQ2,YDR011W,4,465917.0,470422.0,4505.0,+,Verified,"GO:0000304,GO:0042493,GO:0005739,GO:0005886,GO:0008559,GO:0005624"
RPL4B,YDR012W,4,471851.0,472939.0,1088.0,+,Verified,"GO:0003735,GO:0006412,GO:0022625,GO:0005737"
PSF1,YDR013W,4,473155.0,473781.0,626.0,+,Verified,"GO:0006261,GO:0000811,GO:0003674,GO:0031261"
RAD61,YDR014W,4,474044.0,475987.0,1943.0,+,Verified,"GO:0003674,GO:0009314,GO:0005634"
HED1,YDR014W-A,4,477795.0,478283.0,488.0,+,Verified,"GO:0045950,GO:0000794,GO:0003674"
YDR015C,YDR015C,4,477958.0,478197.0,239.0,-,Dubious,"GO:0003674,GO:0005575,GO:0008150"
DAD1,YDR016C,4,478472.0,478756.0,284.0,-,Verified,"GO:0005819,GO:0005200,GO:0000778,GO:0042729,GO:0030472,GO:0031110"
KCS1,YDR017C,4,479113.0,482265.0,3152.0,-,Verified,"GO:0005737,GO:0042493,GO:0033200,GO:0032958,GO:0000828,GO:0000829,GO:0000827,GO:0010526"
YDR018C,YDR018C,4,482668.0,483858.0,1190.0,-,Uncharacterized,"GO:0008654,GO:0008415,GO:0005575"
GCV1,YDR019C,4,484161.0,485363.0,1202.0,-,Verified,"GO:0006544,GO:0005739,GO:0004375,GO:0006730,GO:0005960,GO:0006546"
DAS2,YDR020C,4,485744.0,486442.0,698.0,-,Uncharacterized,"GO:0005634,GO:0008150,GO:0003674,GO:0005737"
FAL1,YDR021W,4,486802.0,488001.0,1199.0,+,Verified,"GO:0006364,GO:0004004,GO:0005730"
CIS1,YDR022C,4,488070.0,488660.0,590.0,-,Verified,"GO:0005737,GO:0006914,GO:0003674,GO:0000407"
SES1,YDR023W,4,489506.0,490894.0,1388.0,+,Verified,"GO:0005737,GO:0004828,GO:0006434"
FYV1,YDR024W,4,491015.0,491500.0,485.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005737,GO:0005634"
RPS11A,YDR025W,4,491513.0,492322.0,809.0,+,Verified,"GO:0000028,GO:0022627,GO:0006412,GO:0003735,GO:0006450"
YDR026C,YDR026C,4,492554.0,494266.0,1712.0,-,Verified,"GO:0005730,GO:0008150,GO:0005634,GO:0003677,GO:0005840"
VPS54,YDR027C,4,494647.0,497316.0,2669.0,-,Verified,"GO:0003674,GO:0042147,GO:0005794,GO:0006896,GO:0000938,GO:0000723,GO:0005739,GO:0030476"
REG1,YDR028C,4,497833.0,500877.0,3044.0,-,Verified,"GO:0000164,GO:0005737,GO:0005977,GO:0008599,GO:0000122,GO:0006109,GO:0007039"
YDR029W,YDR029W,4,501098.0,501412.0,314.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RAD28,YDR030C,4,501751.0,503271.0,1520.0,-,Verified,"GO:0005634,GO:0003674,GO:0006281"
MIC14,YDR031W,4,503496.0,503861.0,365.0,+,Verified,"GO:0005737,GO:0005634,GO:0003674,GO:0008150,GO:0005758"
PST2,YDR032C,4,504097.0,504693.0,596.0,-,Verified,"GO:0008150,GO:0003674,GO:0005737,GO:0005739"
MRH1,YDR033W,4,508145.0,509107.0,962.0,+,Verified,"GO:0005886,GO:0003674,GO:0008150,GO:0005739,GO:0005624"
LYS14,YDR034C,4,509735.0,512107.0,2372.0,-,Verified,"GO:0016563,GO:0019878,GO:0005634"
YDR034C-A,YDR034C-A,4,520514.0,520690.0,176.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
YDR034W-B,YDR034W-B,4,521312.0,521467.0,155.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
ARO3,YDR035W,4,521814.0,522926.0,1112.0,+,Verified,"GO:0009073,GO:0003849,GO:0005737,GO:0005634,GO:0005739"
EHD3,YDR036C,4,523209.0,524711.0,1502.0,-,Verified,"GO:0003860,GO:0006635,GO:0005739,GO:0008150"
KRS1,YDR037W,4,525438.0,527213.0,1775.0,+,Verified,"GO:0004824,GO:0005737,GO:0006430"
ENA5,YDR038C,4,527420.0,530695.0,3275.0,-,Verified,"GO:0015662,GO:0006814,GO:0005886,GO:0005624"
ENA2,YDR039C,4,531305.0,534580.0,3275.0,-,Verified,"GO:0005886,GO:0006814,GO:0005739,GO:0015662,GO:0008554,GO:0008556,GO:0006813,GO:0005624"
ENA1,YDR040C,4,535190.0,538465.0,3275.0,-,Verified,"GO:0005886,GO:0006814,GO:0008554,GO:0008556,GO:0006813,GO:0009268,GO:0009651,GO:0006972,GO:0042149,GO:0005624"
RSM10,YDR041W,4,539801.0,540412.0,611.0,+,Verified,"GO:0006412,GO:0003735,GO:0005763,GO:0005739"
YDR042C,YDR042C,4,540599.0,541201.0,602.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
NRG1,YDR043C,4,542673.0,543368.0,695.0,-,Verified,"GO:0009268,GO:0016564,GO:0003677,GO:0006006,GO:0006357,GO:0005634,GO:0001403,GO:0042710,GO:0007124"
HEM13,YDR044W,4,546641.0,547627.0,986.0,+,Verified,"GO:0005743,GO:0004109,GO:0006783"
RPC11,YDR045C,4,547977.0,548309.0,332.0,-,Verified,"GO:0005666,GO:0006383,GO:0003899"
BAP3,YDR046C,4,548761.0,550575.0,1814.0,-,Verified,"GO:0015171,GO:0006865,GO:0005886,GO:0005739"
