orf_name,name,chr,start,stop,length,strand,orf_class,TSS,PAS,transcript_start,transcript_stop
YDR140W,MTQ2,4,734136,734801,665,+,Verified,734122.0,734907.0,734122,734907
YDR141C,DOP1,4,734899,739995,5096,-,Verified,740043.0,734687.0,734687,740043
YDR142C,PEX7,4,740471,741598,1127,-,Verified,741775.0,740405.0,740405,741775
YDR143C,SAN1,4,742040,743872,1832,-,Verified,744018.0,741846.0,741846,744018
YDR144C,MKC7,4,744309,746099,1790,-,Verified,746239.0,744226.0,744226,746239
YDR145W,TAF12,4,746736,748355,1619,+,Verified,746670.0,748554.0,746670,748554
YDR146C,SWI5,4,748611,750740,2129,-,Verified,750904.0,748449.0,748449,750904
YDR147W,EKI1,4,751629,753233,1604,+,Verified,751197.0,753268.0,751197,753268
YDR148C,KGD2,4,753673,755064,1391,-,Verified,755317.0,753533.0,753533,755317
YDR149C,YDR149C,4,755553,756260,707,-,Dubious,,,756260,755553
YDR150W,NUM1,4,755626,763872,8246,+,Verified,755564.0,763921.0,755564,763921
YDR151C,CTH1,4,764176,765153,977,-,Verified,765330.0,763978.0,763978,765330
YDR152W,GIR2,4,765704,766501,797,+,Verified,765637.0,766612.0,765637,766612
YDR153C,ENT5,4,766734,767969,1235,-,Verified,768120.0,766612.0,766612,768120
YDR154C,YDR154C,4,768401,768751,350,-,Dubious,,,768751,768401
YDR155C,CPR1,4,768510,768998,488,-,Verified,769030.0,768403.0,768403,769030
YDR156W,RPA14,4,769523,769936,413,+,Verified,769473.0,770052.0,769473,770052
YDR157W,YDR157W,4,769929,770330,401,+,Dubious,,,769929,770330
YDR158W,HOM2,4,770355,771452,1097,+,Verified,770320.0,771575.0,770320,771575
YDR159W,SAC3,4,771875,775780,3905,+,Verified,771785.0,775821.0,771785,775821
YDR160W,SSY1,4,776161,778719,2558,+,Verified,775983.0,778801.0,775983,778801
YDR161W,YDR161W,4,779041,780204,1163,+,Uncharacterized,779014.0,780426.0,779014,780426
YDR162C,NBP2,4,780388,781098,710,-,Verified,781230.0,780177.0,780177,781230
YDR163W,CWC15,4,781421,781948,527,+,Verified,781348.0,782053.0,781348,782053
YDR164C,SEC1,4,782039,784213,2174,-,Verified,784265.0,781928.0,781928,784265
YDR165W,TRM82,4,784869,786203,1334,+,Verified,784832.0,786267.0,784832,786267
YDR166C,SEC5,4,786304,789219,2915,-,Verified,789292.0,786207.0,786207,789292
YDR167W,TAF10,4,789447,790067,620,+,Verified,789418.0,790186.0,789418,790186
YDR168W,CDC37,4,790326,791846,1520,+,Verified,790286.0,791952.0,790286,791952
YDR169C,STB3,4,792346,793887,1541,-,Verified,794253.0,792102.0,792102,794253
YDR169C-A,YDR169C-A,4,794572,794721,149,-,Uncharacterized,,,794721,794572
YDR170C,SEC7,4,796191,802220,6029,-,Verified,802407.0,795993.0,795993,802407
YDR171W,HSP42,4,806619,807746,1127,+,Verified,806533.0,807810.0,806533,807810
YDR172W,SUP35,4,808322,810379,2057,+,Verified,808278.0,810555.0,808278,810555
YDR173C,ARG82,4,810563,811630,1067,-,Verified,811675.0,810446.0,810446,811675
YDR174W,HMO1,4,812108,812848,740,+,Verified,812085.0,813020.0,812085,813020
YDR175C,RSM24,4,813191,814150,959,-,Verified,814205.0,813075.0,813075,814205
YDR176W,NGG1,4,814450,816558,2108,+,Verified,814421.0,816610.0,814421,816610
YDR177W,UBC1,4,816876,817523,647,+,Verified,816778.0,817665.0,816778,817665
YDR178W,SDH4,4,817948,818493,545,+,Verified,817846.0,818696.0,817846,818696
YDR179C,CSN9,4,818706,819194,488,-,Verified,819223.0,818583.0,818583,819223
YDR179W-A,YDR179W-A,4,819431,820822,1391,+,Uncharacterized,819338.0,820911.0,819338,820911
YDR180W,SCC2,4,821293,825774,4481,+,Verified,821150.0,825825.0,821150,825825
YDR181C,SAS4,4,825908,827353,1445,-,Verified,827412.0,825766.0,825766,827412
YDR182W,CDC1,4,827580,829055,1475,+,Verified,827530.0,829168.0,827530,829168
YDR182W-A,YDR182W-A,4,829149,829352,203,+,Uncharacterized,,829422.0,829149,829422
YDR183W,PLP1,4,829583,830275,692,+,Verified,829528.0,830488.0,829528,830488
YDR183C-A,YDR183C-A,4,830395,830652,257,-,Dubious,,,830652,830395
YDR184C,ATC1,4,830627,831511,884,-,Verified,831540.0,830389.0,830389,831540
YDR185C,YDR185C,4,831932,832471,539,-,Uncharacterized,832577.0,831727.0,831727,832577
YDR186C,YDR186C,4,832857,835490,2633,-,Verified,835682.0,832740.0,832740,835682
YDR187C,YDR187C,4,836226,836744,518,-,Dubious,,,836744,836226
YDR188W,CCT6,4,836419,838059,1640,+,Verified,836365.0,838222.0,836365,838222
YDR189W,SLY1,4,838390,840390,2000,+,Verified,838348.0,840501.0,838348,840501
YDR190C,RVB1,4,840602,841993,1391,-,Verified,842052.0,840525.0,840525,842052
YDR191W,HST4,4,842335,843447,1112,+,Verified,842297.0,843556.0,842297,843556
YDR192C,NUP42,4,843567,844859,1292,-,Verified,844938.0,843475.0,843475,844938
YDR193W,YDR193W,4,844552,844950,398,+,Dubious,,,844552,844950
YDR194C,MSS116,4,845950,847944,1994,-,Verified,847967.0,845798.0,845798,847967
YDR194W-A,YDR194W-A,4,848069,848221,152,+,Uncharacterized,848117.0,848555.0,848117,848555
YDR195W,REF2,4,848597,850198,1601,+,Verified,848362.0,850277.0,848362,850277
YDR196C,YDR196C,4,850272,850997,725,-,Uncharacterized,850997.0,850182.0,850182,850997
YDR197W,CBS2,4,851226,852395,1169,+,Verified,851193.0,852502.0,851193,852502
YDR198C,RKM2,4,852531,853970,1439,-,Verified,853996.0,852394.0,852394,853996
YDR199W,YDR199W,4,854173,854538,365,+,Dubious,,,854173,854538
YDR200C,VPS64,4,854277,856091,1814,-,Verified,856156.0,854145.0,854145,856156
YDR201W,SPC19,4,856315,856812,497,+,Verified,856286.0,857037.0,856286,857037
YDR202C,RAV2,4,856896,857951,1055,-,Verified,857982.0,856762.0,856762,857982
YDR203W,YDR203W,4,857680,857997,317,+,Dubious,,,857680,857997
YDR204W,COQ4,4,858135,859142,1007,+,Verified,858127.0,859274.0,858127,859274
YDR205W,MSC2,4,859344,861518,2174,+,Verified,859343.0,861591.0,859343,861591
YDR206W,EBS1,4,862052,864706,2654,+,Verified,861772.0,864936.0,861772,864936
YDR207C,UME6,4,865010,867520,2510,-,Verified,867609.0,864817.0,864817,867609
YDR208W,MSS4,4,868222,870561,2339,+,Verified,868098.0,870695.0,868098,870695
YDR209C,YDR209C,4,871034,871447,413,-,Dubious,,,871447,871034
YDR210W,YDR210W,4,871072,871299,227,+,Uncharacterized,871040.0,871477.0,871040,871477
YDR211W,GCD6,4,884725,886863,2138,+,Verified,884670.0,887056.0,884670,887056
YDR212W,TCP1,4,887230,888909,1679,+,Verified,887146.0,888992.0,887146,888992
YDR213W,UPC2,4,889749,892490,2741,+,Verified,889530.0,892712.0,889530,892712
YDR214W,AHA1,4,892873,893925,1052,+,Verified,892741.0,894017.0,892741,894017
YDR215C,YDR215C,4,894116,894499,383,-,Dubious,,,894499,894116
YDR216W,ADR1,4,895032,899003,3971,+,Verified,894533.0,,894533,899003
YDR217C,RAD9,4,899548,903477,3929,-,Verified,903534.0,899473.0,899473,903534
YDR218C,SPR28,4,903778,905049,1271,-,Verified,905059.0,,905049,905059
YDR219C,MFB1,4,905452,906849,1397,-,Verified,907073.0,905252.0,905252,907073
YDR220C,YDR220C,4,906997,907290,293,-,Dubious,,,907290,906997
YDR221W,GTB1,4,907327,909435,2108,+,Verified,907327.0,909605.0,907327,909605
YDR222W,YDR222W,4,910051,911298,1247,+,Uncharacterized,910015.0,911462.0,910015,911462
YDR223W,CRF1,4,912096,913499,1403,+,Verified,911650.0,,911650,913499
YDR224C,HTB1,4,914314,914709,395,-,Verified,914743.0,914187.0,914187,914743
YDR225W,HTA1,4,915527,915925,398,+,Verified,915455.0,916084.0,915455,916084
YDR226W,ADK1,4,916483,917151,668,+,Verified,916460.0,917278.0,916460,917278
YDR227W,SIR4,4,917568,921644,4076,+,Verified,917455.0,921810.0,917455,921810
YDR228C,PCF11,4,921923,923803,1880,-,Verified,923880.0,921856.0,921856,923880
YDR229W,IVY1,4,924782,926143,1361,+,Verified,924689.0,926197.0,924689,926197
YDR230W,YDR230W,4,926220,926567,347,+,Dubious,,,926220,926567
YDR231C,COX20,4,926290,926907,617,-,Verified,926937.0,926183.0,926183,926937
YDR232W,HEM1,4,927449,929095,1646,+,Verified,927216.0,929270.0,927216,929270
YDR233C,RTN1,4,929467,930354,887,-,Verified,930393.0,929321.0,929321,930393
YDR234W,LYS4,4,931126,933207,2081,+,Verified,930988.0,933323.0,930988,933323
YDR235W,PRP42,4,933501,935135,1634,+,Verified,933501.0,935199.0,933501,935199
YDR236C,FMN1,4,935233,935889,656,-,Verified,935914.0,935124.0,935124,935914
YDR237W,MRPL7,4,936612,937490,878,+,Verified,936470.0,937616.0,936470,937616
YDR238C,SEC26,4,937892,940813,2921,-,Verified,940846.0,937696.0,937696,940846
YDR239C,YDR239C,4,941054,943417,2363,-,Verified,943426.0,940995.0,940995,943426
YDR240C,SNU56,4,943671,945149,1478,-,Verified,945169.0,943612.0,943612,945169
YDR241W,BUD26,4,945148,945435,287,+,Dubious,,,945148,945435
YDR242W,AMD2,4,946804,948453,1649,+,Verified,946708.0,,946708,948453
YDR243C,PRP28,4,948515,950281,1766,-,Verified,950313.0,948492.0,948492,950313
YDR244W,PEX5,4,950560,952398,1838,+,Verified,950535.0,952592.0,950535,952592
YDR245W,MNN10,4,952797,953978,1181,+,Verified,952734.0,954133.0,952734,954133
YDR246W,TRS23,4,954285,954944,659,+,Verified,954250.0,955112.0,954250,955112
YDR246W-A,YDR246W-A,4,955130,955330,200,+,Uncharacterized,,,955130,955330
YDR247W,VHS1,4,956010,957395,1385,+,Verified,955641.0,957741.0,955641,957741
YDR248C,YDR248C,4,957755,958336,581,-,Uncharacterized,958394.0,957654.0,957654,958394
YDR249C,YDR249C,4,958678,959799,1121,-,Uncharacterized,960114.0,958564.0,958564,960114
YDR250C,YDR250C,4,960083,960358,275,-,Dubious,,,960358,960083
YDR251W,PAM1,4,960611,963103,2492,+,Verified,960305.0,963278.0,960305,963278
YDR252W,BTT1,4,963409,963858,449,+,Verified,963407.0,,963407,963858
YDR253C,MET32,4,963987,964562,575,-,Verified,964317.0,963942.0,963942,964317
YDR254W,CHL4,4,965110,966486,1376,+,Verified,965038.0,966514.0,965038,966514
YDR255C,RMD5,4,966554,967819,1265,-,Verified,967856.0,966295.0,966295,967856
YDR256C,CTA1,4,968130,969677,1547,-,Verified,,,969677,968130
YDR257C,SET7,4,969987,971471,1484,-,Verified,971475.0,969683.0,969683,971475
YDR258C,HSP78,4,971805,974240,2435,-,Verified,974313.0,971699.0,971699,974313
YDR259C,YAP6,4,974628,975779,1151,-,Verified,976000.0,974491.0,974491,976000
YDR260C,SWM1,4,976714,977226,512,-,Verified,977255.0,976374.0,976374,977255
YDR261C,EXG2,4,977518,979206,1688,-,Verified,979259.0,977404.0,977404,979259
YDR262W,YDR262W,4,993131,993949,818,+,Uncharacterized,993120.0,994145.0,993120,994145
YDR263C,DIN7,4,994239,995531,1292,-,Verified,,994090.0,994090,994239
YDR264C,AKR1,4,996026,998320,2294,-,Verified,998417.0,995829.0,995829,998417
YDR265W,PEX10,4,998861,999874,1013,+,Verified,998605.0,1000061.0,998605,1000061
YDR266C,YDR266C,4,1000101,1002020,1919,-,Verified,1002222.0,999961.0,999961,1002222
YDR267C,CIA1,4,1002507,1003499,992,-,Verified,1003559.0,1002302.0,1002302,1003559
YDR268W,MSW1,4,1004001,1005140,1139,+,Verified,1003962.0,1005253.0,1003962,1005253
YDR269C,YDR269C,4,1005662,1005985,323,-,Dubious,,,1005985,1005662
YDR270W,CCC2,4,1005672,1008686,3014,+,Verified,1005598.0,1009001.0,1005598,1009001
YDR271C,YDR271C,4,1008392,1008763,371,-,Dubious,,,1008763,1008392
YDR272W,GLO2,4,1009007,1009831,824,+,Verified,1008950.0,1009884.0,1008950,1009884
YDR273W,DON1,4,1010173,1011270,1097,+,Verified,1010130.0,1011372.0,1010130,1011372
YDR274C,YDR274C,4,1011586,1011957,371,-,Dubious,,,1011957,1011586
YDR275W,BSC2,4,1012249,1012956,707,+,Verified,1012230.0,1013250.0,1012230,1013250
YDR276C,PMP3,4,1013473,1013640,167,-,Verified,1013715.0,1013257.0,1013257,1013715
YDR277C,MTH1,4,1014398,1015699,1301,-,Verified,,1014207.0,1014207,1014398
YDR278C,YDR278C,4,1016998,1017315,317,-,Dubious,,,1017315,1016998
YDR279W,RNH202,4,1019365,1020417,1052,+,Verified,1019298.0,1020452.0,1019298,1020452
YDR280W,RRP45,4,1020744,1021661,917,+,Verified,1020614.0,1021765.0,1020614,1021765
YDR281C,PHM6,4,1022004,1022318,314,-,Verified,1022373.0,1021837.0,1021837,1022373
YDR282C,YDR282C,4,1023508,1024752,1244,-,Uncharacterized,1024759.0,1023308.0,1023308,1024759
YDR283C,GCN2,4,1025067,1030046,4979,-,Verified,1030265.0,1024876.0,1024876,1030265
YDR284C,DPP1,4,1030547,1031416,869,-,Verified,1031697.0,1030460.0,1030460,1031697
YDR285W,ZIP1,4,1032433,1035060,2627,+,Verified,1031951.0,1035213.0,1031951,1035213
YDR286C,YDR286C,4,1035228,1035572,344,-,Uncharacterized,1035802.0,1035136.0,1035136,1035802
YDR287W,INM2,4,1035992,1036870,878,+,Verified,1035960.0,1037226.0,1035960,1037226
YDR288W,NSE3,4,1037192,1038103,911,+,Verified,1037146.0,1038262.0,1037146,1038262
YDR289C,RTT103,4,1038277,1039506,1229,-,Verified,1039561.0,1038070.0,1038070,1039561
YDR290W,YDR290W,4,1039367,1039696,329,+,Dubious,,,1039367,1039696
YDR291W,HRQ1,4,1039725,1042958,3233,+,Uncharacterized,1039687.0,1043006.0,1039687,1043006
YDR292C,SRP101,4,1043143,1045008,1865,-,Verified,1045135.0,1043064.0,1043064,1045135
YDR293C,SSD1,4,1045637,1049389,3752,-,Verified,1049443.0,1045316.0,1045316,1049443
YDR294C,DPL1,4,1050456,1052225,1769,-,Verified,1052294.0,1050405.0,1050405,1052294
YDR295C,HDA2,4,1052620,1054644,2024,-,Verified,1054907.0,1052539.0,1052539,1054907
YDR296W,MHR1,4,1055209,1055889,680,+,Verified,1055154.0,1055976.0,1055154,1055976
YDR297W,SUR2,4,1056548,1057597,1049,+,Verified,1056512.0,1057767.0,1056512,1057767
YDR298C,ATP5,4,1058173,1058811,638,-,Verified,1058972.0,1057996.0,1057996,1058972
YDR299W,BFR2,4,1059624,1061228,1604,+,Verified,1059589.0,1061319.0,1059589,1061319
YDR300C,PRO1,4,1061502,1062788,1286,-,Verified,1062863.0,1061392.0,1061392,1062863
YDR301W,CFT1,4,1063349,1067422,4073,+,Verified,1063274.0,1067556.0,1063274,1067556
YDR302W,GPI11,4,1067728,1068387,659,+,Verified,1067666.0,1068460.0,1067666,1068460
YDR303C,RSC3,4,1068726,1071383,2657,-,Verified,1071675.0,1068611.0,1068611,1071675
YDR304C,CPR5,4,1071877,1072554,677,-,Verified,1072583.0,1071803.0,1071803,1072583
YDR305C,HNT2,4,1072743,1073485,742,-,Verified,1073459.0,1072678.0,1072678,1073459
YDR306C,YDR306C,4,1073732,1075168,1436,-,Uncharacterized,1075220.0,1073713.0,1073713,1075220
YDR307W,YDR307W,4,1075862,1077850,1988,+,Uncharacterized,1075803.0,1077857.0,1075803,1077857
YDR308C,SRB7,4,1078024,1078446,422,-,Verified,1078487.0,1077916.0,1077916,1078487
YDR309C,GIC2,4,1079045,1080196,1151,-,Verified,1080246.0,1078681.0,1078681,1080246
YDR310C,SUM1,4,1081125,1084313,3188,-,Verified,1084592.0,1080937.0,1080937,1084592
YDR311W,TFB1,4,1085063,1086991,1928,+,Verified,1085065.0,1087093.0,1085065,1087093
YDR312W,SSF2,4,1087579,1088940,1361,+,Verified,1087547.0,1089122.0,1087547,1089122
YDR313C,PIB1,4,1089217,1090077,860,-,Verified,1090165.0,1089039.0,1089039,1090165
YDR314C,RAD34,4,1090431,1092509,2078,-,Verified,1092544.0,1090166.0,1090166,1092544
YDR315C,IPK1,4,1092739,1093584,845,-,Verified,1093585.0,1092666.0,1092666,1093585
YDR316W,OMS1,4,1093761,1095176,1415,+,Verified,1093757.0,1095255.0,1093757,1095255
YDR317W,HIM1,4,1102182,1103426,1244,+,Verified,1102159.0,1103512.0,1102159,1103512
YDR318W,MCM21,4,1103756,1104945,1189,+,Verified,1103684.0,1105055.0,1103684,1105055
YDR319C,YFT2,4,1105001,1105825,824,-,Uncharacterized,1105872.0,1104927.0,1104927,1105872
YDR320C,SWA2,4,1106093,1108099,2006,-,Verified,1108106.0,1106005.0,1106005,1108106
YDR320C-A,DAD4,4,1108278,1108496,218,-,Verified,1108496.0,1108199.0,1108199,1108496
YDR320W-B,YDR320W-B,4,1108482,1108619,137,+,Dubious,,,1108482,1108619
YDR321W,ASP1,4,1108700,1109845,1145,+,Verified,1108669.0,1109996.0,1108669,1109996
YDR322W,MRPL35,4,1110587,1111690,1103,+,Verified,1110576.0,1111784.0,1110576,1111784
YDR322C-A,TIM11,4,1112001,1112291,290,-,Verified,1112335.0,1111795.0,1111795,1112335
YDR323C,PEP7,4,1112478,1114025,1547,-,Verified,1114055.0,1112297.0,1112297,1114055
YDR324C,UTP4,4,1114431,1116761,2330,-,Verified,1116701.0,1114251.0,1114251,1116701
YDR325W,YCG1,4,1117122,1120229,3107,+,Verified,1117107.0,1120293.0,1117107,1120293
YDR326C,YSP2,4,1120605,1124921,4316,-,Verified,1125109.0,1120461.0,1120461,1125109
YDR327W,YDR327W,4,1125298,1125624,326,+,Dubious,,,1125298,1125624
YDR328C,SKP1,4,1125430,1126014,584,-,Verified,1126052.0,1125228.0,1125228,1126052
YDR329C,PEX3,4,1126266,1127591,1325,-,Verified,1127613.0,1126201.0,1126201,1127613
YDR330W,UBX5,4,1127868,1129370,1502,+,Verified,1127796.0,1129562.0,1127796,1129562
YDR331W,GPI8,4,1129584,1130819,1235,+,Verified,1129545.0,1130890.0,1129545,1130890
YDR332W,IRC3,4,1130997,1133066,2069,+,Verified,1130972.0,1133139.0,1130972,1133139
YDR333C,YDR333C,4,1133256,1135427,2171,-,Uncharacterized,1135431.0,1133033.0,1133033,1135431
YDR334W,SWR1,4,1135928,1140472,4544,+,Verified,1135688.0,1140588.0,1135688,1140588
YDR335W,MSN5,4,1141163,1144837,3674,+,Verified,1140806.0,1144927.0,1140806,1144927
YDR336W,YDR336W,4,1145087,1146031,944,+,Uncharacterized,1145248.0,1146125.0,1145248,1146125
YDR337W,MRPS28,4,1146314,1147174,860,+,Verified,1146265.0,1147240.0,1146265,1147240
YDR338C,YDR338C,4,1147374,1149461,2087,-,Uncharacterized,1149520.0,1147250.0,1147250,1149520
YDR339C,FCF1,4,1149946,1150515,569,-,Verified,1150526.0,1149867.0,1149867,1150526
YDR340W,YDR340W,4,1150876,1151178,302,+,Dubious,,,1150876,1151178
YDR341C,YDR341C,4,1151798,1153621,1823,-,Verified,1153657.0,1151634.0,1151634,1153657
YDR342C,HXT7,4,1154211,1155923,1712,-,Verified,1156009.0,1154076.0,1154076,1156009
YDR343C,HXT6,4,1159603,1161315,1712,-,Verified,,1159459.0,1159459,1159603
YDR344C,YDR344C,4,1162001,1162444,443,-,Dubious,,,1162444,1162001
YDR345C,HXT3,4,1162952,1164655,1703,-,Verified,1164687.0,1162808.0,1162808,1164687
YDR346C,SVF1,4,1167209,1168654,1445,-,Verified,1168811.0,1166933.0,1166933,1168811
YDR347W,MRP1,4,1169173,1170138,965,+,Verified,1169109.0,1170255.0,1169109,1170255
YDR348C,YDR348C,4,1170321,1171820,1499,-,Uncharacterized,1172019.0,1170141.0,1170141,1172019
YDR349C,YPS7,4,1172381,1174171,1790,-,Verified,1174253.0,1172212.0,1172212,1174253
YDR350C,ATP22,4,1176333,1178168,1835,-,Verified,1178196.0,1176027.0,1176027,1178196
YDR351W,SBE2,4,1178660,1181254,2594,+,Verified,1178439.0,1181403.0,1178439,1181403
YDR352W,YDR352W,4,1181795,1182748,953,+,Uncharacterized,1181617.0,1182977.0,1181617,1182977
YDR353W,TRR1,4,1183293,1184252,959,+,Verified,1183245.0,1184331.0,1183245,1184331
YDR354W,TRP4,4,1184741,1185883,1142,+,Verified,1184615.0,1185952.0,1184615,1185952
YDR354C-A,YDR354C-A,4,1185133,1185276,143,-,Dubious,,,1185276,1185133
YDR355C,YDR355C,4,1186061,1186363,302,-,Dubious,,,1186363,1186061
YDR356W,SPC110,4,1186101,1188935,2834,+,Verified,1186031.0,1189262.0,1186031,1189262
YDR357C,YDR357C,4,1189193,1189561,368,-,Uncharacterized,1189714.0,1189144.0,1189144,1189714
YDR358W,GGA1,4,1190053,1191726,1673,+,Verified,1190001.0,1191887.0,1190001,1191887
YDR359C,EAF1,4,1191930,1194878,2948,-,Verified,1194873.0,1191747.0,1191747,1194873
YDR360W,OPI7,4,1194592,1194978,386,+,Dubious,,,1194592,1194978
YDR361C,BCP1,4,1195405,1196256,851,-,Verified,1196290.0,1195154.0,1195154,1196290
YDR362C,TFC6,4,1196672,1198690,2018,-,Verified,1198800.0,1196621.0,1196621,1198800
YDR363W,ESC2,4,1199176,1200546,1370,+,Verified,1199027.0,1200714.0,1199027,1200714
YDR363W-A,SEM1,4,1202121,1202390,269,+,Verified,1202105.0,1202643.0,1202105,1202643
YDR364C,CDC40,4,1202836,1204203,1367,-,Verified,1204236.0,1202562.0,1202562,1204236
YDR365C,ESF1,4,1204490,1206376,1886,-,Verified,1206446.0,1204403.0,1204403,1206446
YDR366C,YDR366C,4,1212431,1212829,398,-,Uncharacterized,1212892.0,1212237.0,1212237,1212892
YDR367W,KEI1,4,1212841,1213607,766,+,Uncharacterized,1212761.0,1213668.0,1212761,1213668
YDR368W,YPR1,4,1213897,1214835,938,+,Verified,1213846.0,1214997.0,1213846,1214997
YDR369C,XRS2,4,1215009,1217573,2564,-,Verified,1217596.0,1214903.0,1214903,1217596
YDR370C,YDR370C,4,1217775,1219103,1328,-,Uncharacterized,1219103.0,1217721.0,1217721,1219103
YDR371W,CTS2,4,1219406,1220941,1535,+,Uncharacterized,1219343.0,1221049.0,1219343,1221049
YDR371C-A,YDR371C-A,4,1219502,1219606,104,-,Dubious,,,1219606,1219502
YDR372C,VPS74,4,1221105,1222142,1037,-,Verified,1222405.0,1220960.0,1220960,1222405
YDR373W,FRQ1,4,1222752,1223324,572,+,Verified,1222639.0,1223450.0,1222639,1223450
YDR374C,YDR374C,4,1223467,1224387,920,-,Uncharacterized,,1223361.0,1223361,1223467
YDR374W-A,YDR374W-A,4,1224750,1225019,269,+,Uncharacterized,1224750.0,1225264.0,1224750,1225264
YDR375C,BCS1,4,1225159,1226529,1370,-,Verified,1226529.0,1225087.0,1225087,1226529
YDR376W,ARH1,4,1226815,1228296,1481,+,Verified,1226805.0,1228364.0,1226805,1228364
YDR377W,ATP17,4,1228604,1228909,305,+,Verified,1228509.0,1229182.0,1228509,1229182
YDR378C,LSM6,4,1229342,1229602,260,-,Verified,1229620.0,1229178.0,1229178,1229620
YDR379W,RGA2,4,1230160,1233189,3029,+,Verified,1230026.0,1233272.0,1230026,1233272
YDR379C-A,YDR379C-A,4,1233271,1233510,239,-,Uncharacterized,1233540.0,1233137.0,1233137,1233540
YDR380W,ARO10,4,1234211,1236118,1907,+,Verified,1234106.0,1236243.0,1234106,1236243
YDR381W,YRA1,4,1236551,1237997,1446,+,Verified,1236454.0,1238189.0,1236454,1238189
YDR381C-A,YDR381C-A,4,1238305,1238843,538,-,Verified,1239074.0,1238196.0,1238196,1239074
YDR382W,RPP2B,4,1239485,1239817,332,+,Verified,1239404.0,1239962.0,1239404,1239962
YDR383C,NKP1,4,1239953,1240669,716,-,Verified,1240691.0,1239891.0,1239891,1240691
YDR384C,ATO3,4,1241197,1242024,827,-,Verified,1242109.0,1241036.0,1241036,1242109
YDR385W,EFT2,4,1243223,1245751,2528,+,Verified,1243177.0,1245903.0,1243177,1245903
