name,orf_name,chr,start,stop,length,strand,orf_class
AUA1,YFL010W-A,6,114984,115268,284,+,Verified
WWM1,YFL010C,6,115102,115737,635,-,Verified
CDC4,YFL009W,6,116139,118478,2339,+,Verified
SMC1,YFL008W,6,119424,123101,3677,+,Verified
BLM10,YFL007W,6,123474,129905,6431,+,Verified
SEC4,YFL005W,6,130329,130976,647,+,Verified
VTC2,YFL004W,6,131805,134291,2486,+,Verified
MSH4,YFL003C,6,134516,137152,2636,-,Verified
SPB4,YFL002C,6,145109,146929,1820,-,Verified
DEG1,YFL001W,6,147126,148454,1328,+,Verified
LOC1,YFR001W,6,149105,149719,614,+,Verified
NIC96,YFR002W,6,150011,152530,2519,+,Verified
YPI1,YFR003C,6,152652,153119,467,-,Verified
RPN11,YFR004W,6,153388,154308,920,+,Verified
SAD1,YFR005C,6,154522,155868,1346,-,Verified
YFR006W,YFR006W,6,156139,157746,1607,+,Uncharacterized
YFH7,YFR007W,6,159293,160354,1061,+,Verified
FAR7,YFR008W,6,160529,161194,665,+,Verified
GCN20,YFR009W,6,162482,164740,2258,+,Verified
YFR009W-A,YFR009W-A,6,163869,164126,257,+,Dubious
UBP6,YFR010W,6,165060,166559,1499,+,Verified
YFR010W-A,YFR010W-A,6,166721,166909,188,+,Dubious
AIM13,YFR011C,6,166739,167251,512,-,Uncharacterized
YFR012W,YFR012W,6,167881,168489,608,+,Uncharacterized
YFR012W-A,YFR012W-A,6,169216,169302,86,+,Uncharacterized
IOC3,YFR013W,6,169914,172277,2363,+,Verified
CMK1,YFR014C,6,172529,173869,1340,-,Verified
GSY1,YFR015C,6,174257,176383,2126,-,Verified
YFR016C,YFR016C,6,177034,180735,3701,-,Verified
YFR017C,YFR017C,6,182262,182849,587,-,Uncharacterized
YFR018C,YFR018C,6,183119,184210,1091,-,Uncharacterized
FAB1,YFR019W,6,184490,191326,6836,+,Verified
YFR020W,YFR020W,6,192726,193424,698,+,Dubious
ATG18,YFR021W,6,194800,196302,1502,+,Verified
ROG3,YFR022W,6,196821,199022,2201,+,Verified
PES4,YFR023W,6,199862,201697,1835,+,Verified
LSB3,YFR024C-A,6,201948,203421,1473,-,Verified
HIS2,YFR025C,6,203731,204738,1007,-,Verified
YFR026C,YFR026C,6,205736,206245,509,-,Uncharacterized
ECO1,YFR027W,6,207440,208285,845,+,Verified
CDC14,YFR028C,6,208401,210056,1655,-,Verified
PTR3,YFR029W,6,210925,212961,2036,+,Verified
MET10,YFR030W,6,213300,216407,3107,+,Verified
SMC2,YFR031C,6,216582,220094,3512,-,Verified
RPL2A,YFR031C-A,6,220495,221406,911,-,Verified
YFR032C,YFR032C,6,222078,222947,869,-,Uncharacterized
RPL29,YFR032C-A,6,223246,223759,513,-,Verified
YFR032C-B,YFR032C-B,6,223698,223961,263,-,Uncharacterized
QCR6,YFR033C,6,224314,224757,443,-,Verified
PHO4,YFR034C,6,225008,225946,938,-,Verified
YFR034W-A,YFR034W-A,6,226010,226297,287,+,Dubious
YFR035C,YFR035C,6,226109,226453,344,-,Uncharacterized
CDC26,YFR036W,6,226950,227324,374,+,Verified
YFR036W-A,YFR036W-A,6,227438,228088,650,+,Dubious
RSC8,YFR037C,6,227500,229173,1673,-,Verified
IRC5,YFR038W,6,229367,231928,2561,+,Verified
YFR039C,YFR039C,6,231999,233531,1532,-,Uncharacterized
SAP155,YFR040W,6,234229,237237,3008,+,Verified
ERJ5,YFR041C,6,237355,238242,887,-,Verified
KEG1,YFR042W,6,238445,239047,602,+,Uncharacterized
IRC6,YFR043C,6,239101,239814,713,-,Verified
DUG1,YFR044C,6,239979,241424,1445,-,Verified
YFR045W,YFR045W,6,241985,242986,1001,+,Uncharacterized
CNN1,YFR046C,6,243061,244146,1085,-,Verified
BNA6,YFR047C,6,244266,245153,887,-,Verified
RMD8,YFR048W,6,246133,248121,1988,+,Verified
YMR31,YFR049W,6,248510,248881,371,+,Verified
PRE4,YFR050C,6,249053,249853,800,-,Verified
RET2,YFR051C,6,250150,251790,1640,-,Verified
RPN12,YFR052W,6,252492,253316,824,+,Verified
YFR052C-A,YFR052C-A,6,253416,253721,305,-,Dubious
HXK1,YFR053C,6,253579,255036,1457,-,Verified
YFR054C,YFR054C,6,258842,259420,578,-,Dubious
YFR056C,YFR056C,6,263944,264312,368,-,Dubious
IRC7,YFR055W,6,264191,265213,1022,+,Uncharacterized
YFR057W,YFR057W,6,269048,269503,455,+,Uncharacterized
COS12,YGL263W,7,2790,3932,1142,+,Verified
YGL262W,YGL262W,7,5312,5839,527,+,Uncharacterized
PAU11,YGL261C,7,6290,6652,362,-,Uncharacterized
YGL260W,YGL260W,7,6860,7090,230,+,Uncharacterized
YPS5,YGL259W,7,8470,8967,497,+,Uncharacterized
YGL258W-A,YGL258W-A,7,9162,9395,233,+,Uncharacterized
VEL1,YGL258W,7,11110,11730,620,+,Verified
MNT2,YGL257C,7,12481,14157,1676,-,Verified
ADH4,YGL256W,7,15159,16307,1148,+,Verified
ZRT1,YGL255W,7,20978,22108,1130,+,Verified
FZF1,YGL254W,7,22304,23203,899,+,Verified
HXK2,YGL253W,7,23935,25395,1460,+,Verified
RTG2,YGL252C,7,25718,27484,1766,-,Verified
HFM1,YGL251C,7,27921,31636,3715,-,Verified
RMR1,YGL250W,7,31910,32635,725,+,Verified
ZIP2,YGL249W,7,33098,35212,2114,+,Verified
PDE1,YGL248W,7,35653,36762,1109,+,Verified
BRR6,YGL247W,7,36933,37526,593,+,Verified
RAI1,YGL246C,7,37617,38780,1163,-,Verified
GUS1,YGL245W,7,39023,41149,2126,+,Verified
RTF1,YGL244W,7,41498,43174,1676,+,Verified
TAD1,YGL243W,7,43307,44509,1202,+,Verified
YGL242C,YGL242C,7,44652,45197,545,-,Uncharacterized
KAP114,YGL241W,7,45445,48459,3014,+,Verified
DOC1,YGL240W,7,48613,49365,752,+,Verified
YGL239C,YGL239C,7,49431,49745,314,-,Dubious
CSE1,YGL238W,7,49552,52434,2882,+,Verified
HAP2,YGL237C,7,52731,53528,797,-,Verified
MTO1,YGL236C,7,53787,55796,2009,-,Verified
YGL235W,YGL235W,7,55279,55815,536,+,Uncharacterized
ADE5%2C7,YGL234W,7,56482,58890,2408,+,Verified
SEC15,YGL233W,7,59122,61854,2732,+,Verified
TAN1,YGL232W,7,62075,63002,927,+,Verified
YGL231C,YGL231C,7,63048,63620,572,-,Uncharacterized
YGL230C,YGL230C,7,63772,64215,443,-,Uncharacterized
SAP4,YGL229C,7,64503,66959,2456,-,Verified
SHE10,YGL228W,7,67598,69331,1733,+,Verified
VID30,YGL227W,7,69671,72547,2876,+,Verified
OST5,YGL226C-A,7,72748,73157,409,-,Verified
MTC3,YGL226W,7,73339,73710,371,+,Uncharacterized
VRG4,YGL225W,7,76893,77906,1013,+,Verified
SDT1,YGL224C,7,78014,78856,842,-,Verified
COG1,YGL223C,7,79111,80364,1253,-,Verified
EDC1,YGL222C,7,80658,81185,527,-,Verified
NIF3,YGL221C,7,81425,82291,866,-,Verified
FRA2,YGL220W,7,82373,82735,362,+,Uncharacterized
MDM34,YGL219C,7,82877,84256,1379,-,Verified
YGL218W,YGL218W,7,83649,84299,650,+,Dubious
YGL217C,YGL217C,7,84838,85179,341,-,Dubious
KIP3,YGL216W,7,84884,87301,2417,+,Verified
CLG1,YGL215W,7,87980,89338,1358,+,Verified
YGL214W,YGL214W,7,90011,90499,488,+,Dubious
SKI8,YGL213C,7,90058,91251,1193,-,Verified
VAM7,YGL212W,7,91436,92386,950,+,Verified
NCS6,YGL211W,7,92516,93595,1079,+,Verified
YPT32,YGL210W,7,93797,94465,668,+,Verified
MIG2,YGL209W,7,95862,97010,1148,+,Verified
SIP2,YGL208W,7,97342,98589,1247,+,Verified
SPT16,YGL207W,7,98973,102080,3107,+,Verified
CHC1,YGL206C,7,102547,107508,4961,-,Verified
POX1,YGL205W,7,108162,110408,2246,+,Verified
YGL204C,YGL204C,7,111704,112009,305,-,Dubious
KEX1,YGL203C,7,112479,114668,2189,-,Verified
ARO8,YGL202W,7,116063,117565,1502,+,Verified
MCM6,YGL201C,7,117858,120911,3053,-,Verified
EMP24,YGL200C,7,122699,123310,611,-,Verified
YGL199C,YGL199C,7,123577,124047,470,-,Dubious
YIP4,YGL198W,7,123596,124303,707,+,Verified
MDS3,YGL197W,7,124703,129166,4463,+,Verified
DSD1,YGL196W,7,129888,131174,1286,+,Verified
GCN1,YGL195W,7,131531,139549,8018,+,Verified
YGL194C-A,YGL194C-A,7,139725,139967,242,-,Uncharacterized
HOS2,YGL194C,7,140374,141732,1358,-,Verified
YGL193C,YGL193C,7,141922,142233,311,-,Uncharacterized
IME4,YGL192W,7,142252,144054,1802,+,Verified
COX13,YGL191W,7,144814,145203,389,+,Verified
CDC55,YGL190C,7,145815,147395,1580,-,Verified
RPS26A,YGL189C,7,148235,148972,737,-,Verified
YGL188C-A,YGL188C-A,7,148830,148970,140,-,Uncharacterized
YGL188C,YGL188C,7,149349,149522,173,-,Dubious
COX4,YGL187C,7,149710,150531,821,-,Verified
TPN1,YGL186C,7,151043,152782,1739,-,Verified
YGL185C,YGL185C,7,153173,154312,1139,-,Uncharacterized
STR3,YGL184C,7,154621,156018,1397,-,Verified
MND1,YGL183C,7,156549,157291,742,-,Verified
YGL182C,YGL182C,7,157279,157602,323,-,Dubious
GTS1,YGL181W,7,157912,159102,1190,+,Verified
ATG1,YGL180W,7,160071,162764,2693,+,Verified
TOS3,YGL179C,7,163415,165097,1682,-,Verified
MPT5,YGL178W,7,167358,170577,3219,+,Verified
YGL177W,YGL177W,7,167565,167912,347,+,Dubious
YGL176C,YGL176C,7,171421,173085,1664,-,Uncharacterized
SAE2,YGL175C,7,173291,174328,1037,-,Verified
BUD13,YGL174W,7,174551,175351,800,+,Verified
KEM1,YGL173C,7,175533,180119,4586,-,Verified
NUP49,YGL172W,7,180706,182124,1418,+,Verified
ROK1,YGL171W,7,182396,184090,1694,+,Verified
SPO74,YGL170C,7,184159,185400,1241,-,Verified
SUA5,YGL169W,7,186065,187345,1280,+,Verified
HUR1,YGL168W,7,187470,187802,332,+,Verified
PMR1,YGL167C,7,187622,190474,2852,-,Verified
CUP2,YGL166W,7,191135,191812,677,+,Verified
YGL165C,YGL165C,7,191404,191982,578,-,Dubious
YRB30,YGL164C,7,191984,193306,1322,-,Verified
RAD54,YGL163C,7,193713,196409,2696,-,Verified
SUT1,YGL162W,7,198144,199043,899,+,Verified
YIP5,YGL161C,7,199216,200148,932,-,Verified
AIM14,YGL160W,7,200567,202279,1712,+,Verified
YGL159W,YGL159W,7,202727,203839,1112,+,Uncharacterized
RCK1,YGL158W,7,207038,208576,1538,+,Verified
YGL157W,YGL157W,7,209011,210054,1043,+,Verified
AMS1,YGL156W,7,210421,213672,3251,+,Verified
CDC43,YGL155W,7,214086,215216,1130,+,Verified
LYS5,YGL154C,7,215283,216101,818,-,Verified
PEX14,YGL153W,7,216278,217303,1025,+,Verified
YGL152C,YGL152C,7,216697,217374,677,-,Dubious
NUT1,YGL151W,7,217529,220927,3398,+,Verified
INO80,YGL150C,7,221109,225578,4469,-,Verified
YGL149W,YGL149W,7,225577,225882,305,+,Dubious
ARO2,YGL148W,7,226404,227534,1130,+,Verified
RPL9A,YGL147C,7,227759,228334,575,-,Verified
YGL146C,YGL146C,7,228756,229691,935,-,Uncharacterized
TIP20,YGL145W,7,230248,232353,2105,+,Verified
ROG1,YGL144C,7,232455,234512,2057,-,Verified
MRF1,YGL143C,7,234722,235963,1241,-,Verified
GPI10,YGL142C,7,236274,238124,1850,-,Verified
HUL5,YGL141W,7,238358,241090,2732,+,Verified
YGL140C,YGL140C,7,241358,245017,3659,-,Uncharacterized
FLC3,YGL139W,7,245721,248129,2408,+,Verified
YGL138C,YGL138C,7,248499,249536,1037,-,Uncharacterized
SEC27,YGL137W,7,249874,252743,2869,+,Verified
MRM2,YGL136C,7,252902,253864,962,-,Verified
RPL1B,YGL135W,7,254646,255299,653,+,Verified
PCL10,YGL134W,7,255668,256969,1301,+,Verified
ITC1,YGL133W,7,257712,261506,3794,+,Verified
YGL132W,YGL132W,7,261585,261920,335,+,Dubious
SNT2,YGL131C,7,261653,265864,4211,-,Verified
CEG1,YGL130W,7,266150,267529,1379,+,Verified
RSM23,YGL129C,7,267728,269194,1466,-,Verified
CWC23,YGL128C,7,269299,270150,851,-,Verified
SOH1,YGL127C,7,270398,270781,383,-,Verified
SCS3,YGL126W,7,271003,272145,1142,+,Verified
MET13,YGL125W,7,272526,274328,1802,+,Verified
MON1,YGL124C,7,274786,276720,1934,-,Verified
RPS2,YGL123W,7,277623,278387,764,+,Verified
YGL123C-A,YGL123C-A,7,277640,277870,230,-,Dubious
NAB2,YGL122C,7,278952,280529,1577,-,Verified
GPG1,YGL121C,7,280783,281163,380,-,Verified
PRP43,YGL120C,7,281640,283943,2303,-,Verified
ABC1,YGL119W,7,284448,285953,1505,+,Verified
YGL118C,YGL118C,7,288020,288457,437,-,Dubious
YGL117W,YGL117W,7,288518,289315,797,+,Uncharacterized
CDC20,YGL116W,7,289812,291644,1832,+,Verified
SNF4,YGL115W,7,292036,293004,968,+,Verified
YGL114W,YGL114W,7,293463,295640,2177,+,Uncharacterized
SLD3,YGL113W,7,295935,297941,2006,+,Verified
TAF6,YGL112C,7,298181,299731,1550,-,Verified
NSA1,YGL111W,7,299981,301372,1391,+,Verified
CUE3,YGL110C,7,301540,303414,1874,-,Verified
YGL109W,YGL109W,7,303516,303839,323,+,Dubious
YGL108C,YGL108C,7,303652,304074,422,-,Uncharacterized
RMD9,YGL107C,7,304336,306276,1940,-,Verified
MLC1,YGL106W,7,306563,307012,449,+,Verified
ARC1,YGL105W,7,307440,308570,1130,+,Verified
VPS73,YGL104C,7,308716,310176,1460,-,Verified
RPL28,YGL103W,7,310970,311930,960,+,Verified
YGL102C,YGL102C,7,311508,311936,428,-,Dubious
YGL101W,YGL101W,7,312196,312843,647,+,Uncharacterized
SEH1,YGL100W,7,313237,314286,1049,+,Verified
LSG1,YGL099W,7,314634,316556,1922,+,Verified
USE1,YGL098W,7,317345,318082,737,+,Verified
SRM1,YGL097W,7,321785,323233,1448,+,Verified
TOS8,YGL096W,7,325334,326164,830,+,Verified
VPS45,YGL095C,7,328877,330610,1733,-,Verified
PAN2,YGL094C,7,331121,334468,3347,-,Verified
SPC105,YGL093W,7,334889,337642,2753,+,Verified
NUP145,YGL092W,7,337909,341862,3953,+,Verified
NBP35,YGL091C,7,342059,343045,986,-,Verified
LIF1,YGL090W,7,343322,344587,1265,+,Verified
MF(ALPHA)2,YGL089C,7,344794,345156,362,-,Verified
YGL088W,YGL088W,7,345839,346204,365,+,Dubious
MMS2,YGL087C,7,346409,346907,498,-,Verified
MAD1,YGL086W,7,347122,349371,2249,+,Verified
YGL085W,YGL085W,7,349619,350443,824,+,Uncharacterized
GUP1,YGL084C,7,350619,352301,1682,-,Verified
SCY1,YGL083W,7,353061,355475,2414,+,Verified
YGL082W,YGL082W,7,355830,356975,1145,+,Uncharacterized
YGL081W,YGL081W,7,357380,358342,962,+,Uncharacterized
FMP37,YGL080W,7,358639,359031,392,+,Uncharacterized
YGL079W,YGL079W,7,359447,360103,656,+,Uncharacterized
DBP3,YGL078C,7,360291,361862,1571,-,Verified
HNM1,YGL077C,7,362228,363919,1691,-,Verified
RPL7A,YGL076C,7,364338,365999,1661,-,Verified
MPS2,YGL075C,7,366928,368091,1163,-,Verified
YGL074C,YGL074C,7,368599,368925,326,-,Dubious
HSF1,YGL073W,7,368756,371257,2501,+,Verified
YGL072C,YGL072C,7,371006,371365,359,-,Dubious
AFT1,YGL071W,7,372015,374087,2072,+,Verified
RPB9,YGL070C,7,374462,374830,368,-,Verified
YGL069C,YGL069C,7,375053,375517,464,-,Dubious
MNP1,YGL068W,7,375090,375674,584,+,Verified
NPY1,YGL067W,7,376104,377258,1154,+,Verified
SGF73,YGL066W,7,377612,379585,1973,+,Verified
ALG2,YGL065C,7,379763,381274,1511,-,Verified
MRH4,YGL064C,7,381526,383211,1685,-,Verified
PUS2,YGL063W,7,383657,384769,1112,+,Verified
YGL063C-A,YGL063C-A,7,384505,384654,149,-,Dubious
PYC1,YGL062W,7,385199,388735,3536,+,Verified
DUO1,YGL061C,7,388971,389714,743,-,Verified
YBP2,YGL060W,7,390070,391995,1925,+,Verified
PKP2,YGL059W,7,392228,393703,1475,+,Verified
RAD6,YGL058W,7,393992,394510,518,+,Verified
YGL057C,YGL057C,7,394972,395835,863,-,Uncharacterized
SDS23,YGL056C,7,396041,397624,1583,-,Verified
OLE1,YGL055W,7,398631,400163,1532,+,Verified
ERV14,YGL054C,7,400874,401290,416,-,Verified
PRM8,YGL053W,7,402592,403305,713,+,Verified
YGL052W,YGL052W,7,403440,403745,305,+,Dubious
MST27,YGL051W,7,403690,404394,704,+,Verified
TYW3,YGL050W,7,405779,406600,821,+,Verified
TIF4632,YGL049C,7,406863,409607,2744,-,Verified
RPT6,YGL048C,7,410072,411289,1217,-,Verified
ALG13,YGL047W,7,411555,412163,608,+,Verified
RIM8,YGL045W,7,414106,415734,1628,+,Verified
RNA15,YGL044C,7,416150,417040,890,-,Verified
DST1,YGL043W,7,417487,418416,929,+,Verified
YGL042C,YGL042C,7,418292,418597,305,-,Dubious
YGL041C-B,YGL041C-B,7,418709,418891,182,-,Uncharacterized
YGL041C,YGL041C,7,418917,419231,314,-,Dubious
YGL041W-A,YGL041W-A,7,419047,419295,248,+,Uncharacterized
HEM2,YGL040C,7,419533,420561,1028,-,Verified
YGL039W,YGL039W,7,423967,425013,1046,+,Verified
OCH1,YGL038C,7,425368,426810,1442,-,Verified
PNC1,YGL037C,7,427303,427953,650,-,Verified
YGL036W,YGL036W,7,428606,431335,2729,+,Uncharacterized
MIG1,YGL035C,7,431553,433067,1514,-,Verified
YGL034C,YGL034C,7,433219,433584,365,-,Dubious
HOP2,YGL033W,7,435630,436356,726,+,Verified
AGA2,YGL032C,7,436575,436838,263,-,Verified
RPL24A,YGL031C,7,437472,438402,930,-,Verified
RPL30,YGL030W,7,439096,439643,547,+,Verified
CGR1,YGL029W,7,440068,440430,362,+,Verified
SCW11,YGL028C,7,441286,442914,1628,-,Verified
CWH41,YGL027C,7,443647,446148,2501,-,Verified
TRP5,YGL026C,7,446417,448540,2123,-,Verified
PGD1,YGL025C,7,448769,449962,1193,-,Verified
YGL024W,YGL024W,7,449793,450128,335,+,Dubious
PIB2,YGL023C,7,450202,452109,1907,-,Verified
STT3,YGL022W,7,452409,454565,2156,+,Verified
ALK1,YGL021W,7,454790,457072,2282,+,Verified
GET1,YGL020C,7,457168,457875,707,-,Verified
CKB1,YGL019W,7,458161,458997,836,+,Verified
JAC1,YGL018C,7,459115,459669,554,-,Verified
ATE1,YGL017W,7,459859,461370,1511,+,Verified
KAP122,YGL016W,7,461671,464916,3245,+,Verified
YGL015C,YGL015C,7,465048,465440,392,-,Uncharacterized
PUF4,YGL014W,7,466146,468812,2666,+,Verified
YGL014C-A,YGL014C-A,7,466242,466403,161,-,Dubious
PDR1,YGL013C,7,469097,472303,3206,-,Verified
ERG4,YGL012W,7,472860,474281,1421,+,Verified
SCL1,YGL011C,7,474494,475252,758,-,Verified
YGL010W,YGL010W,7,475550,476074,524,+,Uncharacterized
LEU1,YGL009C,7,476318,478657,2339,-,Verified
PMA1,YGL008C,7,479915,482671,2756,-,Verified
YGL007C-A,YGL007C-A,7,482946,483032,86,-,Uncharacterized
BRP1,YGL007W,7,483265,483642,377,+,Dubious
YGL006W-A,YGL006W-A,7,485428,485538,110,+,Uncharacterized
PMC1,YGL006W,7,485925,489446,3521,+,Verified
COG7,YGL005C,7,489712,490551,839,-,Verified
RPN14,YGL004C,7,490707,491960,1253,-,Uncharacterized
CDH1,YGL003C,7,492478,494178,1700,-,Verified
ERP6,YGL002W,7,494521,495171,650,+,Verified
ERG26,YGL001C,7,495457,496506,1049,-,Verified
AML1,YGR001C,7,497137,498038,901,-,Uncharacterized
SWC4,YGR002C,7,498480,499910,1430,-,Verified
CUL3,YGR003W,7,500136,502370,2234,+,Verified
PEX31,YGR004W,7,502942,504330,1388,+,Verified
TFG2,YGR005C,7,504661,505863,1202,-,Verified
PRP18,YGR006W,7,506074,506829,755,+,Verified
MUQ1,YGR007W,7,506973,507944,971,+,Verified
STF2,YGR008C,7,508114,508368,254,-,Verified
SEC9,YGR009C,7,509051,511006,1955,-,Verified
NMA2,YGR010W,7,511549,512736,1187,+,Verified
YGR011W,YGR011W,7,512501,512827,326,+,Dubious
YGR012W,YGR012W,7,513163,514344,1181,+,Verified
SNU71,YGR013W,7,514558,516420,1862,+,Verified
MSB2,YGR014W,7,516947,520867,3920,+,Verified
YGR015C,YGR015C,7,521094,522080,986,-,Uncharacterized
YGR016W,YGR016W,7,522265,522837,572,+,Uncharacterized
YGR017W,YGR017W,7,523791,524684,893,+,Uncharacterized
YGR018C,YGR018C,7,524369,524698,329,-,Dubious
UGA1,YGR019W,7,525233,526648,1415,+,Verified
VMA7,YGR020C,7,526977,527333,356,-,Verified
YGR021W,YGR021W,7,527636,528508,872,+,Uncharacterized
YGR022C,YGR022C,7,529261,529590,329,-,Dubious
MTL1,YGR023W,7,529268,530923,1655,+,Verified
THG1,YGR024C,7,531887,532600,713,-,Verified
YGR025W,YGR025W,7,532643,532945,302,+,Dubious
YGR026W,YGR026W,7,532989,533825,836,+,Uncharacterized
RPS25A,YGR027C,7,534136,534789,653,-,Verified
MSP1,YGR028W,7,542207,543295,1088,+,Verified
ERV1,YGR029W,7,543557,544209,652,+,Verified
POP6,YGR030C,7,545685,546161,476,-,Verified
YGR031W,YGR031W,7,546445,547473,1028,+,Uncharacterized
NAG1,YGR031C-A,7,546813,547304,491,-,Verified
GSC2,YGR032W,7,548268,553955,5687,+,Verified
TIM21,YGR033C,7,554252,554971,719,-,Verified
RPL26B,YGR034W,7,555816,556676,860,+,Verified
YGR035C,YGR035C,7,557076,557426,350,-,Uncharacterized
YGR035W-A,YGR035W-A,7,557569,557790,221,+,Uncharacterized
CAX4,YGR036C,7,558153,558872,719,-,Verified
ACB1,YGR037C,7,559735,559998,263,-,Verified
ORM1,YGR038W,7,560686,561354,668,+,Verified
YGR039W,YGR039W,7,574892,575203,311,+,Dubious
KSS1,YGR040W,7,575402,576508,1106,+,Verified
BUD9,YGR041W,7,577491,579134,1643,+,Verified
YGR042W,YGR042W,7,579480,580295,815,+,Uncharacterized
NQM1,YGR043C,7,580439,581440,1001,-,Uncharacterized
RME1,YGR044C,7,582994,583896,902,-,Verified
YGR045C,YGR045C,7,583938,584300,362,-,Dubious
TAM41,YGR046W,7,584899,586056,1157,+,Verified
TFC4,YGR047C,7,586396,589473,3077,-,Verified
UFD1,YGR048W,7,589830,590915,1085,+,Verified
SCM4,YGR049W,7,591318,591881,563,+,Verified
YGR050C,YGR050C,7,592090,592446,356,-,Dubious
YGR051C,YGR051C,7,592910,593233,323,-,Dubious
FMP48,YGR052W,7,593600,594709,1109,+,Uncharacterized
YGR053C,YGR053C,7,594990,595841,851,-,Uncharacterized
YGR054W,YGR054W,7,596697,598625,1928,+,Verified
MUP1,YGR055W,7,599421,601145,1724,+,Verified
RSC1,YGR056W,7,601665,604451,2786,+,Verified
LST7,YGR057C,7,604777,605505,728,-,Verified
PEF1,YGR058W,7,606140,607147,1007,+,Verified
SPR3,YGR059W,7,607567,609105,1538,+,Verified
ERG25,YGR060W,7,610568,611497,929,+,Verified
ADE6,YGR061C,7,611893,615969,4076,-,Verified
COX18,YGR062C,7,616332,617282,950,-,Verified
SPT4,YGR063C,7,617520,617828,308,-,Verified
YGR064W,YGR064W,7,617625,617993,368,+,Dubious
VHT1,YGR065C,7,618081,619862,1781,-,Verified
YGR066C,YGR066C,7,620925,621803,878,-,Uncharacterized
YGR067C,YGR067C,7,622406,624790,2384,-,Uncharacterized
YGR068C,YGR068C,7,625328,627088,1760,-,Uncharacterized
YGR068W-A,YGR068W-A,7,626298,626393,95,+,Dubious
YGR069W,YGR069W,7,627087,627422,335,+,Dubious
ROM1,YGR070W,7,627810,631277,3467,+,Verified
YGR071C,YGR071C,7,631485,634067,2582,-,Uncharacterized
UPF3,YGR072W,7,634308,635471,1163,+,Verified
YGR073C,YGR073C,7,635619,635990,371,-,Dubious
SMD1,YGR074W,7,635716,636156,440,+,Verified
PRP38,YGR075C,7,636151,636879,728,-,Verified
MRPL25,YGR076C,7,637108,637581,473,-,Verified
PEX8,YGR077C,7,637748,639517,1769,-,Verified
PAC10,YGR078C,7,639776,640375,599,-,Verified
YGR079W,YGR079W,7,640724,641836,1112,+,Uncharacterized
TWF1,YGR080W,7,642014,643012,998,+,Verified
SLX9,YGR081C,7,643152,643784,632,-,Verified
TOM20,YGR082W,7,644048,644599,551,+,Verified
GCD2,YGR083C,7,644864,646819,1955,-,Verified
MRP13,YGR084C,7,647127,648146,1019,-,Verified
RPL11B,YGR085C,7,648387,648911,524,-,Verified
PIL1,YGR086C,7,649602,650621,1019,-,Verified
PDC6,YGR087C,7,651294,652985,1691,-,Verified
CTT1,YGR088W,7,654638,656326,1688,+,Verified
NNF2,YGR089W,7,656964,659774,2810,+,Verified
UTP22,YGR090W,7,662362,666075,3713,+,Verified
PRP31,YGR091W,7,666345,667829,1484,+,Verified
DBF2,YGR092W,7,668193,669911,1718,+,Verified
DRN1,YGR093W,7,670392,671915,1523,+,Uncharacterized
VAS1,YGR094W,7,672190,675504,3314,+,Verified
RRP46,YGR095C,7,675675,676346,671,-,Verified
TPC1,YGR096W,7,676625,677569,944,+,Verified
ASK10,YGR097W,7,678699,682139,3440,+,Verified
ESP1,YGR098C,7,682570,687462,4892,-,Verified
TEL2,YGR099W,7,687903,689969,2066,+,Verified
MDR1,YGR100W,7,690249,693101,2852,+,Verified
PCP1,YGR101W,7,693367,694407,1040,+,Verified
YGR102C,YGR102C,7,694588,695139,551,-,Uncharacterized
NOP7,YGR103W,7,695421,697238,1817,+,Verified
SRB5,YGR104C,7,697449,698372,923,-,Verified
VMA21,YGR105W,7,698603,698836,233,+,Verified
VOA1,YGR106C,7,698993,699790,797,-,Uncharacterized
YGR107W,YGR107W,7,702671,703120,449,+,Dubious
CLB1,YGR108W,7,703640,705055,1415,+,Verified
CLB6,YGR109C,7,705363,706505,1142,-,Verified
YGR110W,YGR110W,7,713713,715050,1337,+,Uncharacterized
YGR111W,YGR111W,7,715832,717034,1202,+,Uncharacterized
SHY1,YGR112W,7,717362,718531,1169,+,Verified
DAM1,YGR113W,7,718897,719928,1031,+,Verified
YGR114C,YGR114C,7,720269,720658,389,-,Dubious
YGR115C,YGR115C,7,720376,721155,779,-,Dubious
SPT6,YGR116W,7,720413,724768,4355,+,Verified
YGR117C,YGR117C,7,725053,726483,1430,-,Uncharacterized
RPS23A,YGR118W,7,726978,727735,757,+,Verified
NUP57,YGR119C,7,728051,729676,1625,-,Verified
COG2,YGR120C,7,730038,730826,788,-,Verified
MEP1,YGR121C,7,731454,732932,1478,-,Verified
YGR121W-A,YGR121W-A,7,733417,733632,215,+,Uncharacterized
YGR122W,YGR122W,7,733940,735148,1208,+,Uncharacterized
YGR122C-A,YGR122C-A,7,735635,735763,128,-,Dubious
PPT1,YGR123C,7,736667,738208,1541,-,Verified
ASN2,YGR124W,7,739949,741667,1718,+,Verified
YGR125W,YGR125W,7,742330,745440,3110,+,Uncharacterized
YGR126W,YGR126W,7,745840,746532,692,+,Uncharacterized
